index,anime_id,title,title_english,type,score,genre_list,producer_list,opening_theme,ending_theme,synopsis,related,comb_feat
27,46,Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka,Samurai X: The Motion Picture,Movie,7.57,"['Samurai', 'Historical', 'Drama', 'Shounen']","['Fuji TV', 'Sony Music Entertainment']","['""Niji (虹)"" by L\'arc-en-Ciel']","['""Towa no Mirai (永遠の未来 - Eternal Future)"" by Animetal']","The war against the Tokugawa Shogunate ended years ago. But there are some who are not happy with the outcome. Shigure Takimi watched his friends and family get slashed down in the name of freedom and prosperity. Now he and a band of desperate rebels have sworn to settle one final score. Only one man stands in their way: Kenshin Himura. But when Shigure discovers Kenshin's true identity as the Hitokiri Battousai, his fight becomes a personal vendetta. (Source: ANN)","{'Parent story': [{'mal_id': 45, 'type': 'anime', 'name': 'Rurouni Kenshin: Meiji Kenkaku Romantan', 'url': 'https://myanimelist.net/anime/45/Rurouni_Kenshin__Meiji_Kenkaku_Romantan'}]}",soni way tokugawa rebel shogun person war prosper himura mirai hitokiri etern entertain ago famili one man fight year vendetta music fuji drama friend band stand niji towa sourc end shounen histor freedom animet sworn kenshin becom shigur futur settl outcom true onli desper ciel happi samurai ident battousai name discov arc watch score takimi slash get final
28,47,Akira,AKIRA,Movie,8.16,"['Action', 'Military', 'Sci-Fi', 'Adventure', 'Horror', 'Supernatural', 'Seinen']","['Mainichi Broadcasting System', 'Kodansha', 'Toho']",[],"['""Kaneda"" by Geinoh Yamashiro-gumi']","Japan, 1988. An explosion caused by a young boy with psychic powers tears through the city of Tokyo and ignites the fuse that leads to World War III. In order to prevent any further destruction, he is captured and taken into custody, never to be heard from again. Now, in the year 2019, a restored version of the city known as Neo-Tokyo—an area rife with gang violence and terrorism against the current government—stands in its place. Here, Shoutarou Kaneda leads ""the Capsules,"" a group of misfits known for riding large, custom motorcycles and being in constant conflict with their rivals ""the Clowns."" During one of these battles, Shoutarou's best friend Tetsuo Shima is caught up in an accident with an esper who finds himself in the streets of Tokyo after escaping confinement from a government institution. Through this encounter, Tetsuo begins to develop his own mysterious abilities, as the government seeks to quarantine this latest psychic in a desperate attempt to prevent him from unleashing the destructive power that could once again bring the city to its knees. [Written by MAL Rewrite]","{'Adaptation': [{'mal_id': 664, 'type': 'manga', 'name': 'Akira', 'url': 'https://myanimelist.net/manga/664/Akira'}], 'Alternative version': [{'mal_id': 40054, 'type': 'anime', 'name': 'Akira (Shin Anime)', 'url': 'https://myanimelist.net/anime/40054/Akira_Shin_Anime'}]}",mainichi current capsul known never action broadcast toho ignit group escap terror could quarantin custom find friend taken system destruct ride motorcycl restor shoutarou govern violenc encount desper gumi kodansha neo clown citi gang horror war dure tokyo rife seek fuse unleash heard world ani militari lead best misfit japan constant area custodi rival confin shima psychic street young place order supernatur seinen esper battl onc stand mysteri abil yamashiro institut iii begin kaneda tetsuo caught knee develop explos version latest larg geinoh bring captur one power conflict year tear attempt accid sci caus boy prevent adventur
29,48,.hack//Sign,.hack//Sign,TV,7.01,"['Game', 'Sci-Fi', 'Adventure', 'Mystery', 'Magic', 'Fantasy']","['Bandai Visual', 'Yomiko Advertising', 'Bandai', 'CyberConnect2']","['""Obsession"" by See-Saw']","['""Yasashii Yoake (優しい夜明け)"" by See-Saw']","A young wavemaster, only known by the alias of Tsukasa, wakes up in an MMORPG called The World, with slight amnesia. He does not know what he has previously done before he woke up. In The World, the Crimson Knights suspects him of being a hacker, as he was seen accompanying a tweaked character in the form of a cat. Unable to log out from the game, he wanders around looking for answers, avoiding the knights and other players he meets along the way. As Tsukasa explores The World, he stumbles upon a magical item that takes the form of a ""guardian,"" which promises him protection from all harm. Subaru, the leader of the Crimson Knights, along with several other players who became acquainted with Tsukasa, set out to investigate why Tsukasa is unable to log out, and attempt to get to the bottom of the problem before it gets out of hand. [Written by MAL Rewrite]","{'Sequel': [{'mal_id': 298, 'type': 'anime', 'name': '.hack//Tasogare no Udewa Densetsu', 'url': 'https://myanimelist.net/anime/298/hack__Tasogare_no_Udewa_Densetsu'}, {'mal_id': 873, 'type': 'anime', 'name': '.hack//Roots', 'url': 'https://myanimelist.net/anime/873/hack__Roots'}, {'mal_id': 1143, 'type': 'anime', 'name': '.hack//Intermezzo', 'url': 'https://myanimelist.net/anime/1143/hack__Intermezzo'}, {'mal_id': 1487, 'type': 'anime', 'name': '.hack//Unison', 'url': 'https://myanimelist.net/anime/1487/hack__Unison'}], 'Alternative setting': [{'mal_id': 299, 'type': 'anime', 'name': '.hack//Liminality', 'url': 'https://myanimelist.net/anime/299/hack__Liminality'}], 'Side story': [{'mal_id': 454, 'type': 'anime', 'name': '.hack//Gift', 'url': 'https://myanimelist.net/anime/454/hack__Gift'}], 'Other': [{'mal_id': 9332, 'type': 'anime', 'name': '.hack//Quantum', 'url': 'https://myanimelist.net/anime/9332/hack__Quantum'}, {'mal_id': 11375, 'type': 'anime', 'name': '.hack//The Movie: Sekai no Mukou ni', 'url': 'https://myanimelist.net/anime/11375/hack__The_Movie__Sekai_no_Mukou_ni'}]}",problem known yoak seen promis magic whi avoid befor upon game investig unabl around protect charact becam sever yomiko cyberconnect obsess tweak slight saw hacker form world alia log subaru bottom way wander visual wake yasashii explor along young doe item take answer cat acquaint know mysteri stumbl bandai fantasi look onli knight advertis meet suspect see call harm guardian wavemast player hand done tsukasa attempt crimson previous mmorpg sci set woke accompani leader get amnesia adventur
30,49,Aa! Megami-sama!,Oh! My Goddess,OVA,7.33,"['Comedy', 'Magic', 'Romance', 'Seinen', 'Supernatural']","['Bandai Visual', 'KSS', 'Pony Canyon', 'TBS', 'Kodansha', 'Half H.P Studio', 'Nichion']","['""My Heart Iidasenai, Your Heart Tashikametai (My Heart 言い出せない、Your Heart 確かめたい)"" by the Goddess Family Club']","['""Congratulations!"" by the Goddess Family Club']","When college student Keiichi Morisato dials the wrong number while ordering for some food at his dormitory, he accidentally gets connected to the Goddess Hotline and a beautiful goddess named Belldandy appears out of a mirror in front of him. After getting kicked out of the dorm, Keiichi and Belldandy move to an old shrine and soon afterwards, Belldandy's sisters Urd and Skuld move in.","{'Adaptation': [{'mal_id': 446, 'type': 'manga', 'name': 'Aa! Megami-sama!', 'url': 'https://myanimelist.net/manga/446/Aa_Megami-sama'}], 'Alternative version': [{'mal_id': 50, 'type': 'anime', 'name': 'Aa! Megami-sama! (TV)', 'url': 'https://myanimelist.net/anime/50/Aa_Megami-sama_TV'}], 'Sequel': [{'mal_id': 304, 'type': 'anime', 'name': 'Aa! Megami-sama! Movie', 'url': 'https://myanimelist.net/anime/304/Aa_Megami-sama_Movie'}], 'Other': [{'mal_id': 9611, 'type': 'anime', 'name': 'Aa! Megami-sama! (2011)', 'url': 'https://myanimelist.net/anime/9611/Aa_Megami-sama_2011'}]}",belldandi mirror old accident romanc food canyon tashikametai connect visual shrine urd number hotlin kick poni comedi kss dorm appear tbs iidasenai move soon half order famili supernatur seinen keiichi magic nichion congratul beauti colleg heart bandai goddess student dormitori studio afterward front wrong club name morisato kodansha sister skuld dial get
31,50,Aa! Megami-sama! (TV),Ah! My Goddess,TV,7.37,"['Comedy', 'Supernatural', 'Magic', 'Romance', 'Seinen']","['Bandai Visual', 'TBS']","['""Open Your Mind ~Chiisana Hane Hirogete~ (OPEN YOUR MIND 〜小さな羽根ひろげて〜)"" by Yoko Ishida']","['""Negai (願い)"" by Yoko Ishida (eps 1-12, 24)', '""Wing"" by Yoko Takahashi (eps 13-23)']","In a world where humans can have their wish granted via the Goddess Help Hotline, a human, Keiichi Morisato, summons the Goddess Belldandy by accident and jokes that she should stay with him forever. Unfortunately for him, his ""wish"" is granted. Suddenly, Keiichi is now living with this gorgeous woman all alone, causing him to be kicked out of the all-male dormitory he was staying in. But soon, after they find lodging in a Buddhist temple, Keiichi and Belldandy's relationship begins to blossom. Although they are both awkward and rather uncomfortable with one another at first, what awaits these two strangers could turn out to be an unexpected romance. [Written by MAL Rewrite]","{'Adaptation': [{'mal_id': 446, 'type': 'manga', 'name': 'Aa! Megami-sama!', 'url': 'https://myanimelist.net/manga/446/Aa_Megami-sama'}], 'Alternative version': [{'mal_id': 49, 'type': 'anime', 'name': 'Aa! Megami-sama!', 'url': 'https://myanimelist.net/anime/49/Aa_Megami-sama'}], 'Spin-off': [{'mal_id': 303, 'type': 'anime', 'name': 'Aa! Megami-sama!: Chichaitte Koto wa Benri da ne', 'url': 'https://myanimelist.net/anime/303/Aa_Megami-sama__Chichaitte_Koto_wa_Benri_da_ne'}], 'Sequel': [{'mal_id': 880, 'type': 'anime', 'name': 'Aa! Megami-sama!: Sorezore no Tsubasa', 'url': 'https://myanimelist.net/anime/880/Aa_Megami-sama__Sorezore_no_Tsubasa'}], 'Side story': [{'mal_id': 1003, 'type': 'anime', 'name': 'Aa! Megami-sama! (TV) Specials', 'url': 'https://myanimelist.net/anime/1003/Aa_Megami-sama_TV_Specials'}]}",wing belldandi forev awkward relationship romanc mind negai via visual stranger hane open hotlin first kick comedi anoth tbs ishida unexpect could soon sudden yoko one seinen supernatur human keiichi joke woman magic find rather chiisana lodg await turn blossom alon hiroget accid bandai goddess summon dormitori world templ wish stay help although unfortun gorgeous male caus begin buddhist uncomfort morisato two takahashi grant live
32,51,Tenshi Kinryouku,Angel Sanctuary,OVA,6.33,"['Action', 'Drama', 'Romance', 'Shoujo', 'Supernatural']","['Bandai Visual', 'AIC', 'Lantis', 'Audio Tanaka']","['""Messiah"" by Yula Yayoi (ep 1)']","['""Knife of Romance"" by Φ']","Setsuna Mudo is a 16-year-old high school student just trying to get by without running afoul of his bullying seniors. It doesn't help that he's in love with his younger sister, Sara, who only sees him once a month. But there's more to his life than just keeping his head down. Setsuna is ambushed by mysterious beings, angels, and demons, all professing to know his true destiny. The angels say he is the reincarnation of their leader Alexiel, while the demons claim he led them to war against God himself. As Setsuna struggles with his identity in such strange times, the eternal conflict between Heaven and Hell threatens to reignite. Will he be prepared when it does?","{'Adaptation': [{'mal_id': 448, 'type': 'manga', 'name': 'Tenshi Kinryouku', 'url': 'https://myanimelist.net/manga/448/Tenshi_Kinryouku'}]}",bulli led tanaka messiah old younger high sara romanc action visual prepar tri ambush war keep threaten shoujo etern senior audio yayoi alexiel love doe god mudo supernatur conflict year month life onc drama run know afoul setsuna mysteri demon without reincarn time bandai hell student angel knife strang destini yula help true claim onli heaven reignit ident lanti aic school head sister leader see struggl get profess say
33,52,Kidou Tenshi Angelic Layer,Battle Doll Angelic Layer,TV,7.27,"['Sci-Fi', 'Comedy', 'Sports', 'Drama', 'Shounen']",['TV Tokyo Music'],"['""Be My Angel"" by Enomoto Atsuko']","['""The Starry Sky"" by HAL', '""Ame Agari"" by Matsushita Moeco']","12-year-old Misaki Suzuhara has just gotten involved in Angelic Layer, a battling game using electronic dolls called angels. Even as a newbie, Misaki shows advanced skills as she meets new friends and enters Angelic Layer tournaments to fight the greatest Angelic Layer champions of the nation.","{'Adaptation': [{'mal_id': 80, 'type': 'manga', 'name': 'Angelic Layer', 'url': 'https://myanimelist.net/manga/80/Angelic_Layer'}]}",call moeco old starri misaki new sport champion comedi use involv enter tokyo fight year show battl tournament music friend drama skill matsushita agari electron advanc atsuko shounen gotten suzuhara angel even layer nation enomoto sky hal game sci doll ame greatest meet newbi
34,53,Ai Yori Aoshi,Ai Yori Aoshi,TV,7.15,"['Harem', 'Slice of Life', 'Comedy', 'Drama', 'Romance']","['Movic', 'Fuji TV', 'Pioneer LDC', 'Cosmic Ray']","['""Towa no Hana (Eternal Flower)"" by Yoko Ishida']","['""Namo Shirenu Hana"" by The Indigo', '""Akai Hana"" by The Indigo (ep 15)', '""I\'ll Be Home"" by Yukino Satsuki (ep 18)', '""Towa no Hana"" by Ishida Youko (ep 24)']","Kaoru Hanabishi, a college student who lives alone, met a beautiful but bewildered girl dressed in a kimono at a train station. He volunteered to guide her way to the address she was looking for, which happened to be in his neighborhood, but turned out to be an empty lot. Not knowing what to do next, Kaoru invited the devastated girl to his apartment and asked for any additional clues to her destination. She supplied him with a photo of two children whom Kauru immediately identified as himself and Aoi Sakuraba, his childhood friend. It turned out that the girl in front of him is Aoi Sakuraba herself, his betrothed fiancee who came all the way to Tokyo to marry him. Her revelation was not only surprising but also reminded the deepest part of Kaoru's memory for why he left the Hanabishi family in the first place.","{'Adaptation': [{'mal_id': 75, 'type': 'manga', 'name': 'Ai yori Aoshi', 'url': 'https://myanimelist.net/manga/75/Ai_yori_Aoshi'}], 'Sequel': [{'mal_id': 394, 'type': 'anime', 'name': 'Ai Yori Aoshi: Enishi', 'url': 'https://myanimelist.net/anime/394/Ai_Yori_Aoshi__Enishi'}], 'Side story': [{'mal_id': 6709, 'type': 'anime', 'name': 'Ai Yori Aoshi: Yumegatari', 'url': 'https://myanimelist.net/anime/6709/Ai_Yori_Aoshi__Yumegatari'}]}",happen remind first shirenu revel flower home next came hana kauru neighborhood friend childhood movic empti devast whi alon colleg bewild photo surpris marri guid immedi left akai sakuraba live namo cosmic pioneer train tokyo youko lot part life fuji turn towa suppli ani station ldc aoi indigo memori destin two satsuki fiance deepest way romanc betroth met comedi address identifi etern ishida place yoko harem ask slice drama know clue hanabishi dress also student look onli volunt ray invit apart famili girl yukino beauti addit kimono children front kaoru
35,54,Appleseed (Movie),Appleseed (Movie),Movie,7.12,"['Action', 'Military', 'Sci-Fi', 'Police', 'Drama', 'Mecha', 'Shounen']","['Mainichi Broadcasting System', 'Toho', 'TYO Animations', 'TYO']","['""Good Luck"" by Basement Jaxx']","['""Anthem"" by Boom Boom Satellites']","Growing out of the chaos of a global war, the city of Utopia is populated by humans and bioroids (artificial humans). On the surface, everything is harmonious, but tensions lurk. Into this seemingly perfect society comes a survivor of the wars, Deunan Knute, who carries a legacy that will turn out to be of critical importance to the future of humanity. (Source: ANN)","{'Alternative version': [{'mal_id': 937, 'type': 'anime', 'name': 'Appleseed', 'url': 'https://myanimelist.net/anime/937/Appleseed'}, {'mal_id': 22677, 'type': 'anime', 'name': 'Appleseed Alpha', 'url': 'https://myanimelist.net/anime/22677/Appleseed_Alpha'}], 'Sequel': [{'mal_id': 2969, 'type': 'anime', 'name': 'Appleseed Saga Ex Machina', 'url': 'https://myanimelist.net/anime/2969/Appleseed_Saga_Ex_Machina'}]}",tyo survivor mainichi citi bioroid lurk critic anthem import action grow satellit war broadcast good carri surfac toho come global artifici utopia legaci human tension basement turn drama system sourc jaxx anim shounen societi seem knute popul deunan perfect futur mecha militari everyth sci boom harmoni polic luck chao
36,55,Arc the Lad,Arc the Lad,TV,6.55,"['Action', 'Adventure', 'Fantasy', 'Horror', 'Sci-Fi']","['Sony Pictures Entertainment', 'Aniplex']","['""Arc the Lad ~Main Theme~"" by Masahiro Andou']","['""Happy Tomorrow"" by NiNa (eps 01-12)', '""Rest in Peace"" by NiNa (eps 13-26)']","The story follows Elk, a bounty hunter in some strange futuristic world. On this world archaic but advanced technology exists side by side with primitive attitudes, beasts and magic. In other words it's got a bit of everything. It also has an evil conspiracy who are able to produce powerful monsters called chimera, who can also appear as human. Naturally it is not long before Elk has rescued a young female beast-master and gained himself some serious enemies. (Source: ANN)",{},masahiro soni bounti primit call monster elk chimera action stori horror attitud archaic side got appear rescu natur young master entertain lad evil long beast power human magic nina sourc hunter rest advanc aniplex word bit also enemi conspiraci futurist produc world fantasi strang abl peac befor gain femal everyth happi sci serious theme main arc andou pictur tomorrow technolog exist follow adventur
37,56,Avenger,Avenger,TV,5.93,"['Adventure', 'Fantasy', 'Sci-Fi', 'Shounen']",['Production I.G'],"['""Gesshoku Grandguignol"" by ALI PROJECT']","['""Mirai no Eve"" by ALI PROJECT (eps 1-12)', '""Jigoku no Kisetsu"" by ALI PROJECT (ep 13)']","Mars has been colonized and is a world where children have been replaced by robot servants known as ""dolls."" Layla is a skilled fighter with a tragic past who travels about the world. Her companions are Nei, a strange and unique doll with some unknown ties to Layla, and Speedy, who is a doll breeder. The founders of Mars see the trio as a threat to their world, and each time they attack Layla and Nei a bit more of their mysterious past and future is revealed.",{},travel attack known jigoku mirai threat founder robot grandguignol kisetsu uniqu eve companion gesshoku trio skill mysteri bit shounen layla time project product world children fantasi replac strang speedi futur unknown mar tragic sci doll reveal fighter ali past tie breeder servant colon see nei adventur
38,57,Beck,Beck: Mongolian Chop Squad,TV,8.32,"['Comedy', 'Drama', 'Music', 'Shounen', 'Slice of Life']","['Marvelous', 'Starchild Records', 'Asatsu DK', 'Kodansha']","['""Hit in the USA"" by Beat Crusaders']","['""My World Down"" by Meister (eps 1-20)', '""Moon on the Water"" by Sowelu (eps 21-25)', '""Slip Out"" by Beck/Mongolian Chop Squad (ep 26)']","Fourteen-year-old Yukio ""Koyuki"" Tanaka is a dispirited young boy with no goals in life. However, this all changes when Koyuki saves a strange-looking dog named Beck from being harassed by a group of local kids. The dog's owner, 16-year-old Ryuusuke ""Ray"" Minami, is an emerging guitarist and the former member of a popular rock band. After Koyuki meets Ray again in a diner, the older boy leads him to his former band's meeting place and dazzles Koyuki with his amazing guitar skills. Slowly becoming interested in the glamour of western rock culture, Koyuki decides to start playing the guitar while helping Ray achieve his dream of leading the ultimate rock band. Together with Ray's younger sister Maho and a few other members, the two boys launch their career into the world of rock by forming a band called BECK. Beck follows the group's struggles and successes as they spread their fame across Japan. [Written by MAL Rewrite]","{'Adaptation': [{'mal_id': 145, 'type': 'manga', 'name': 'Beck', 'url': 'https://myanimelist.net/manga/145/Beck'}]}",group slowli popular beck achiev crusad shounen across launch kodansha maho old success cultur guitar togeth life former spread form usa world amaz starchild lead ultim fourteen meister name two minami dog japan interest tanaka ryuusuk younger chop glamour moon comedi yukio rock young place asatsu local owner goal older slice guitarist diner band drama howev kid fame sowelu slip start squad look strang dazzl help meet ray struggl chang call koyuki play member western dispirit decid record year music skill harass hit becom emerg water career dream save beat boy mongolian marvel sister follow
39,58,Blue Gender,Blue Gender,TV,7.06,"['Adventure', 'Romance', 'Mecha', 'Military', 'Sci-Fi', 'Horror', 'Space', 'Drama']","['Youmex', 'Toshiba EMI']","['""Tokihanate!"" by Houko Kuwashima']","['""Ai Ga Oshiete Kureta"" by Houko Kuwashima']","Blue Gender takes place in the not too distant future in a world where things have gone terribly wrong for humanity. Humans have been replaced at the top of the food chain by the Blue, a race of bug-like aliens that have colonized Earth and pushed humans aside. A space station, Second Earth, has been constructed as a safe haven for humans, with the hope of one day reclaiming the Earth once more. Yuji Kaido was cryogenically frozen, having been suffering from a disease known as B-Cells. Once awakened, he joins a team of soldiers that have come to Earth to extract him. Unfortunately, nothing goes according to plan as they make their way back to Second Earth. Yuji will have to deal with the horrors of fighting a bloody war as he and the fighters from Second Earth look to survive. Will they be able to win back Earth without losing their humanity?","{'Adaptation': [{'mal_id': 40203, 'type': 'manga', 'name': 'Blue Gender', 'url': 'https://myanimelist.net/manga/40203/Blue_Gender'}], 'Summary': [{'mal_id': 1380, 'type': 'anime', 'name': 'Blue Gender: The Warrior', 'url': 'https://myanimelist.net/anime/1380/Blue_Gender__The_Warrior'}]}",known frozen soldier terribl extract asid top bloodi reclaim futur unfortun noth distant cryogen gone like horror war toshiba human suffer lose bug youmex hope without world safe station militari make fighter houko gender awaken second way romanc food blue race space earth place take push fight kuwashima win onc drama alien thing plan surviv join replac look abl wrong team kaido accord chain back oshiet yuji diseas day construct deal come tokihan goe one cell mecha kureta sci colon emi adventur
40,59,Chobits,Chobits,TV,7.45,"['Sci-Fi', 'Comedy', 'Drama', 'Romance', 'Ecchi', 'Seinen']","['TBS', 'Pioneer LDC']","['""Let Me Be With You"" by ROUND TABLE feat. Nino']","['""Raison d\'Être"" by Rie Tanaka (eps 1-12)', '""Ningyohime"" by Rie Tanaka (eps 13-25)', '""Katakoto no Koi (duet ver.)"" by Rie Tanaka and Tomokazu Sugita (ep 26)']","When computers start to look like humans, can love remain the same? Hideki Motosuwa is a young country boy who is studying hard to get into college. Coming from a poor background, he can barely afford the expenses, let alone the newest fad: Persocoms, personal computers that look exactly like human beings. One evening while walking home, he finds an abandoned Persocom. After taking her home and managing to activate her, she seems to be defective, as she can only say one word, ""Chii,"" which eventually becomes her name. Unlike other Persocoms, however, Chii cannot download information onto her hard drive, so Hideki decides to teach her about the world the old-fashioned way, while studying for his college entrance exams at the same time. Along with his friends, Hideki tries to unravel the mystery of Chii, who may be a ""Chobit,"" an urban legend about special units that have real human emotions and thoughts, and love toward their owner. But can romance flourish between a Persocom and a human? [Written by MAL Rewrite]","{'Adaptation': [{'mal_id': 107, 'type': 'manga', 'name': 'Chobits', 'url': 'https://myanimelist.net/manga/107/Chobits'}], 'Side story': [{'mal_id': 596, 'type': 'anime', 'name': 'Chobits: Chibits', 'url': 'https://myanimelist.net/anime/596/Chobits__Chibits'}], 'Summary': [{'mal_id': 1311, 'type': 'anime', 'name': 'Chobits Recap', 'url': 'https://myanimelist.net/anime/1311/Chobits_Recap'}]}",person feat home activ newest find unravel unlik afford friend legend teach alon colleg tomokazu walk thought tabl fashion may hard inform manag ningyohim persocom cannot let sugita old like download tri tbs real pioneer remain human tre time onto rie world ldc name bare hideki way tanaka romanc comedi raison young along emot katakoto love take owner defect seinen fad drama howev mysteri ver special comput start look flourish countri expens onli koi poor chobit exact abandon come motosuwa toward decid one exam duet entranc nino urban background word seem becom studi even round sci unit boy drive ecchi eventu get say chii
41,60,Chrno Crusade,Chrono Crusade,TV,7.68,"['Action', 'Demons', 'Historical', 'Romance', 'Shounen', 'Supernatural']","['Lantis', 'Kadokawa Shoten', 'Fuji TV']","['""Tsubasa wa Pleasure Line (翼はPleasure Line)"" by Minami Kuribayashi']","['""Sayonara Solitaire (さよならソリティア)"" by Saeko Chiba']","The 1920s was a decade of great change and upheaval, with monstrous demons appearing across America. To combat this menace, the holy organization known as the Order of Magdalene was established. The organization's New York branch is home to the young and reckless Sister Rosette Christopher, as well as her partner Chrno. Tasked with the extermination of demonic threats, the renowned team is excellent at their job, despite causing extensive collateral damage on their missions. However, both Rosette and Chrno are driven by their dark pasts. Through exterminating demons, Rosette hopes to find her lost brother Joshua who was taken by the sinner and demon, Aion, with whom Chrno also shares a bloody history. The two of them must fight off the increasingly dangerous demonic menace and discover its source, while continuing to search for the truth behind Joshua's disappearance. [Written by MAL Rewrite]","{'Adaptation': [{'mal_id': 338, 'type': 'manga', 'name': 'Chrno Crusade', 'url': 'https://myanimelist.net/manga/338/Chrno_Crusade'}], 'Side story': [{'mal_id': 4450, 'type': 'anime', 'name': 'Chrno Crusade: Az demo Wakaru Chrno Crusade Kouza', 'url': 'https://myanimelist.net/anime/4450/Chrno_Crusade__Az_demo_Wakaru_Chrno_Crusade_Kouza'}]}",christoph known action great appear home magdalen monstrous continu find decad shoten taken reckless bloodi renown shounen across lost dark despit well holi truth collater organ america chiba danger chrno solitair histori tsubasa rosett behind kadokawa fuji hope sourc histor kuribayashi pleasur lanti two discov minami combat past menac saeko upheav romanc new brother mission driven must damag threat young york order sinner supernatur fight share howev establish extermin also increas joshua task extens team chang disappear excel branch demon line search job partner caus sayonara aion sister
42,61,D.N.Angel,D.N.Angel,TV,7.23,"['Action', 'Comedy', 'Magic', 'Romance', 'Fantasy', 'School', 'Shoujo']",['Kadokawa Shoten'],"['""Byakuya ~ True Light"" by Miyamoto Shunichi']","['""Yasashii gogo"" by Minawo (eps 1-12)', '""Hajimari no hi"" by Minawo (eps 13-23,25)', '""Caged Bird"" by Shunichi Miyamoto (ep 24)', '""Michishirube"" by Shunichi Miyamoto (ep 26)']","Daisuke Niwa is a clumsy, block-headed, and wimpy middle school student who has few redeeming qualities. On his 14th birthday, he finally decides to confess his love to his longtime crush Risa Harada, but is rejected. In an unexpected turn of events, however, Daisuke finds himself transforming into Dark Mousy, the infamous phantom thief, whenever his mind is set on Risa. Though Daisuke is unaware of this strange heritage, his mother is certainly not: since before the boy was born, his mother had been planning for him to steal valuable works of art and let the name of the elusive art thief be known. With doubt and confusion constantly clouding his mind, Daisuke finds himself struggling in his relationships with classmates and family. And it is not long before Daisuke realizes that he is not the only one with a fated family legacy—his greatest adversary could be the one classmate he is most unwilling to fight. [Written by MAL Rewrite]","{'Adaptation': [{'mal_id': 94, 'type': 'manga', 'name': 'D.N.Angel', 'url': 'https://myanimelist.net/manga/94/DNAngel'}]}",relationship known action hajimari legaci redeem could risa unwil michishirub block find magic shoten befor dark heritag head phantom final shunichi let cloud realiz work thief kadokawa confess fate turn steal gogo daisuk crush mother certain name cage longtim constant minawo romanc mind yasashii comedi shoujo unexpect love long mousi art fight qualiti howev confus byakuya plan student miyamoto harada fantasi strang whenev clumsi though onli doubt elus greatest struggl born wimpi middl transform niwa decid birthday unawar famili one classmat reject bird valuabl light event true adversari set boy school sinc infam
43,62,D.C.: Da Capo,D.C.~Da Capo~,TV,6.8,"['Harem', 'Drama', 'Magic', 'Romance']","['Lantis', 'King Records']","['""Sakura saku mirai koiyume"" by Yozuca (eps 1-25)', '""Sonzai"" by CooRie (ep 26)']","['""Mirai he no Melody"" by CooRie (eps 1-7,9-14,16-20)', '""Utamaru Ekaki Uta"" by Haruko Momoi (eps 8,15)', '""Sonzai"" by CooRie (eps 21-25)', '""Sakura saku mirai koiyume"" by Yozuca (ep 26)']","Every year the flowers bloom. Mysterious Cherry Blossoms blooming all over a crescent shaped island. That island is the island of Hatsune... The main character who goes to Kazami Academy, Asakura Junnichi, has the power to see the dreams of other people in his sleep. He was also taught magic by an old lady that allows him to create sweets. One day, Junnichi seems to have seen someone's dream again while he was sleeping. Inside that dream, a girl who was a childhood friend of his appeared. But, he was woken up by his sister Asakura Nemu, forcing him to come back to his regular life. Nemu doesn't actually have any blood relation to Junnichi but their bond is deeper than other real brothers and sisters. So deep that it gives the illusion that they're lovers. It was another peaceful normal day waking up early in the morning and going to Kazami Academy. Together with childhood friend Amakase Miharu, the academy idol Shirakawa Kotori, the two sisters Mizukoshi Moe and Mako who prefer eating nabe on the school roof for lunch. Going through their day as usual, their childhood friend, Yoshino Sakura, who they thought had moved to America suddenly appears. It was a surprise for Junnichi and Nemu. Sakura tells them, ""I came to finish the promise we made during our childhood""... (Source: AnimeNfo and AniDB)","{'Adaptation': [{'mal_id': 3052, 'type': 'manga', 'name': 'Da Capo', 'url': 'https://myanimelist.net/manga/3052/Da_Capo'}], 'Sequel': [{'mal_id': 291, 'type': 'anime', 'name': 'D.C.S.S: Da Capo Second Season', 'url': 'https://myanimelist.net/anime/291/DCSS__Da_Capo_Second_Season'}], 'Alternative setting': [{'mal_id': 5216, 'type': 'anime', 'name': 'D.C.if: Da Capo if', 'url': 'https://myanimelist.net/anime/5216/DCif__Da_Capo_if'}, {'mal_id': 9393, 'type': 'anime', 'name': 'T.P. Sakura: Time Paladin Sakura', 'url': 'https://myanimelist.net/anime/9393/TP_Sakura__Time_Paladin_Sakura'}], 'Other': [{'mal_id': 9353, 'type': 'anime', 'name': 'D.C. I&II P.S.P. Re-Animated', 'url': 'https://myanimelist.net/anime/9353/DC_I_II_PSP_Re-Animated'}]}",tell blood uta give animenfo appear yozuca flower hatsun deeper came coori seen sudden promis magic friend woken childhood melodi nemu bond thought surpris allow prefer yoshino charact america old deep sleep mirai dure moe real kotori togeth insid normal made life mizukoshi anidb blossom crescent sourc roof shirakawa ani idol regular lunch someon lanti two morn academi sonzai haruko saku eat cherri momoi sweet romanc lover brother creat bloom wake anoth shape kazami koiyum harem everi miharu utamaru amakas nabe drama ladi mysteri also peac actual peopl see back day sakura ekaki relat illus come move asakura goe island one power finish record year taught girl earli usual mako seem junnichi dream forc main king school sister
